Start date,End date,Mean,Median,Min,Max,Records (count)
2021-05-17T18:02:00Z,2021-05-17T18:02:00Z,11690,11690,11690,11690,1
2021-05-24T18:00:00Z,2021-05-24T18:00:00Z,,,,,1
2021-06-01T18:32:00Z,2021-06-01T18:32:00Z,,,,,1
2021-06-07T18:41:00Z,2021-06-07T18:41:00Z,,,,,1
2021-06-14T18:10:00Z,2021-06-14T18:10:00Z,,,,,1
2021-06-21T17:44:00Z,2021-06-21T17:44:00Z,,,,,1
2021-06-28T16:27:00Z,2021-06-28T16:27:00Z,,,,,1
2021-07-06T17:30:00Z,2021-07-06T17:30:00Z,,,,,1
2021-07-12T18:00:00Z,2021-07-12T18:00:00Z,,,,,1
2021-07-19T17:16:00Z,2021-07-19T17:16:00Z,,,,,1
2021-07-26T19:01:00Z,2021-07-26T19:01:00Z,,,,,1
2021-08-02T18:48:00Z,2021-08-02T18:48:00Z,,,,,1
2021-08-09T19:17:00Z,2021-08-09T19:17:00Z,,,,,1
2021-08-16T19:17:00Z,2021-08-16T19:17:00Z,,,,,1
2021-08-23T18:50:00Z,2021-08-23T18:50:00Z,,,,,1
2021-08-30T19:38:00Z,2021-08-30T19:38:00Z,,,,,1
2021-09-07T19:00:00Z,2021-09-07T19:00:00Z,,,,,1
2021-09-13T18:50:00Z,2021-09-13T18:50:00Z,,,,,1
2021-09-20T18:58:00Z,2021-09-20T18:58:00Z,680,680,680,680,1
2021-09-27T19:33:00Z,2021-09-27T19:33:00Z,,,,,1
2021-10-04T19:40:00Z,2021-10-04T19:40:00Z,,,,,1
2021-10-11T18:52:00Z,2021-10-11T18:52:00Z,,,,,1
2021-10-18T19:08:00Z,2021-10-18T19:08:00Z,,,,,1
2021-10-25T18:25:00Z,2021-10-25T18:25:00Z,,,,,1
2021-11-01T18:48:00Z,2021-11-01T18:48:00Z,626,626,626,626,1
2021-11-08T19:43:00Z,2021-11-08T19:43:00Z,4103,4103,4103,4103,1
2021-11-15T20:08:00Z,2021-11-15T20:08:00Z,133296,133296,133296,133296,1
2021-11-22T19:50:00Z,2021-11-22T19:50:00Z,4381,4381,4381,4381,1
2021-11-29T19:40:00Z,2021-11-29T19:40:00Z,4381,4381,4381,4381,1
2021-12-06T20:07:00Z,2021-12-06T20:07:00Z,53819,53819,53819,53819,1
2021-12-13T19:39:00Z,2021-12-13T19:39:00Z,7068,7068,7068,7068,1
2021-12-20T20:05:00Z,2021-12-20T20:05:00Z,2503,2503,2503,2503,1
2021-12-27T19:53:00Z,2021-12-27T19:53:00Z,1087,1087,1087,1087,1
2022-01-03T20:01:00Z,2022-01-03T20:01:00Z,0,0,0,0,1
2022-01-10T20:16:00Z,2022-01-10T20:16:00Z,3262,3262,3262,3262,1
2022-01-18T19:53:00Z,2022-01-18T19:53:00Z,1903,1903,1903,1903,1
2022-01-24T20:00:00Z,2022-01-24T20:00:00Z,7748,7748,7748,7748,1
2022-01-31T19:58:00Z,2022-01-31T19:58:00Z,1223,1223,1223,1223,1
2022-02-07T19:51:00Z,2022-02-07T19:51:00Z,3398,3398,3398,3398,1
2022-02-14T19:51:00Z,2022-02-14T19:51:00Z,0,0,0,0,1
2022-02-22T19:53:00Z,2022-02-22T19:53:00Z,12308,12308,12308,12308,1
2022-02-28T20:00:00Z,2022-02-28T20:00:00Z,32542,32542,32542,32542,1
2022-03-07T19:55:00Z,2022-03-07T19:55:00Z,5632,5632,5632,5632,1
2022-03-14T19:00:00Z,2022-03-14T19:00:00Z,44432,44432,44432,44432,1
2022-03-21T19:09:00Z,2022-03-21T19:09:00Z,113270,113270,113270,113270,1
2022-03-28T18:07:00Z,2022-03-28T18:07:00Z,23155,23155,23155,23155,1
2022-04-04T19:05:00Z,2022-04-04T19:05:00Z,23155,23155,23155,23155,1
2022-04-11T18:57:00Z,2022-04-11T18:57:00Z,15019,15019,15019,15019,1
2022-04-18T19:08:00Z,2022-04-18T19:08:00Z,76974,76974,76974,76974,1
2022-04-25T19:10:00Z,2022-04-25T19:10:00Z,35671,35671,35671,35671,1
2022-05-02T19:07:00Z,2022-05-02T19:07:00Z,1877,1877,1877,1877,1
2022-05-09T19:00:00Z,2022-05-09T19:00:00Z,16271,16271,16271,16271,1
2022-05-16T19:01:00Z,2022-05-16T19:01:00Z,74018,74018,74018,74018,1
2022-05-23T15:31:00Z,2022-05-23T15:31:00Z,10639,10639,10639,10639,1
2022-05-31T18:52:00Z,2022-05-31T18:52:00Z,26909,26909,26909,26909,1
2022-06-06T19:06:00Z,2022-06-06T19:06:00Z,18774,18774,18774,18774,1
2022-06-13T19:01:00Z,2022-06-13T19:01:00Z,5632,5632,5632,5632,1
2022-06-21T19:06:00Z,2022-06-21T19:06:00Z,2503,2503,2503,2503,1
2022-06-27T18:46:00Z,2022-06-27T18:46:00Z,6258,6258,6258,6258,1
2022-07-05T19:07:00Z,2022-07-05T19:07:00Z,13768,13768,13768,13768,1
2022-07-11T19:25:00Z,2022-07-11T19:25:00Z,28787,28787,28787,28787,1
2022-07-18T19:05:00Z,2022-07-18T19:05:00Z,626,626,626,626,1
2022-07-25T19:07:00Z,2022-07-25T19:07:00Z,35671,35671,35671,35671,1
2022-08-01T19:00:00Z,2022-08-01T19:00:00Z,10013,10013,10013,10013,1
2022-08-08T19:08:00Z,2022-08-08T19:08:00Z,1252,1252,1252,1252,1
2022-08-15T18:58:00Z,2022-08-15T18:58:00Z,1252,1252,1252,1252,1
2022-08-22T18:47:00Z,2022-08-22T18:47:00Z,4381,4381,4381,4381,1
2022-08-29T18:51:00Z,2022-08-29T18:51:00Z,0,0,0,0,1
2022-09-06T18:55:00Z,2022-09-06T18:55:00Z,626,626,626,626,1
2022-09-12T19:07:00Z,2022-09-12T19:07:00Z,5632,5632,5632,5632,1
2022-09-19T19:01:00Z,2022-09-19T19:01:00Z,0,0,0,0,1
2022-09-26T19:01:00Z,2022-09-26T19:01:00Z,192121,192121,192121,192121,1
2022-10-03T19:02:00Z,2022-10-03T19:02:00Z,43180,43180,43180,43180,1
2022-10-10T18:53:00Z,2022-10-10T18:53:00Z,36922,36922,36922,36922,1
2022-10-17T19:01:00Z,2022-10-17T19:01:00Z,0,0,0,0,1
2022-10-24T18:43:00Z,2022-10-24T18:43:00Z,0,0,0,0,1
2022-10-31T17:43:00Z,2022-10-31T17:43:00Z,6258,6258,6258,6258,1
2022-11-07T19:57:00Z,2022-11-07T19:57:00Z,43806,43806,43806,43806,1
2022-11-14T19:58:00Z,2022-11-14T19:58:00Z,14393,14393,14393,14393,1
2022-11-21T19:52:00Z,2022-11-21T19:52:00Z,5632,5632,5632,5632,1
2022-11-28T20:09:00Z,2022-11-28T20:09:00Z,5632,5632,5632,5632,1
2022-12-05T19:53:00Z,2022-12-05T19:53:00Z,2503,2503,2503,2503,1
2022-12-12T19:41:00Z,2022-12-12T19:41:00Z,626,626,626,626,1
2022-12-19T19:52:00Z,2022-12-19T19:52:00Z,2503,2503,2503,2503,1
2022-12-27T20:21:00Z,2022-12-27T20:21:00Z,1252,1252,1252,1252,1
2023-01-03T20:01:00Z,2023-01-03T20:01:00Z,0,0,0,0,1
2023-01-09T20:17:00Z,2023-01-09T20:17:00Z,1877,1877,1877,1877,1
2023-01-17T19:57:00Z,2023-01-17T19:57:00Z,0,0,0,0,1
2023-01-23T18:23:00Z,2023-01-23T18:23:00Z,626,626,626,626,1
2023-01-30T19:51:00Z,2023-01-30T19:51:00Z,0,0,0,0,1
2023-02-06T20:06:00Z,2023-02-06T20:06:00Z,1252,1252,1252,1252,1
2023-02-13T20:00:00Z,2023-02-13T20:00:00Z,1252,1252,1252,1252,1
2023-02-21T20:07:00Z,2023-02-21T20:07:00Z,626,626,626,626,1
2023-02-27T19:50:00Z,2023-02-27T19:50:00Z,0,0,0,0,1
2023-03-06T20:14:00Z,2023-03-06T20:14:00Z,626,626,626,626,1
2023-03-13T18:56:00Z,2023-03-13T18:56:00Z,0,0,0,0,1
2023-03-20T19:07:00Z,2023-03-20T19:07:00Z,0,0,0,0,1
2023-03-27T18:55:00Z,2023-03-27T18:55:00Z,2503,2503,2503,2503,1
2023-04-03T18:38:00Z,2023-04-03T18:38:00Z,626,626,626,626,1
2023-04-10T19:09:00Z,2023-04-10T19:09:00Z,21184,21184,21184,21184,1
2023-04-17T17:50:00Z,2023-04-17T17:50:00Z,0,0,0,0,1
2023-04-24T19:02:00Z,2023-04-24T19:02:00Z,0,0,0,0,1
2023-05-01T19:07:00Z,2023-05-01T19:07:00Z,0,0,0,0,1
2023-05-08T18:56:00Z,2023-05-08T18:56:00Z,0,0,0,0,1
2023-05-15T19:19:00Z,2023-05-15T19:19:00Z,0,0,0,0,1
2023-05-22T18:53:00Z,2023-05-22T18:53:00Z,1252,1252,1252,1252,1
2023-05-30T19:09:00Z,2023-05-30T19:09:00Z,0,0,0,0,1
2023-06-05T19:55:00Z,2023-06-05T19:55:00Z,0,0,0,0,1
2023-06-12T19:32:00Z,2023-06-12T19:32:00Z,0,0,0,0,1
2023-06-20T18:16:00Z,2023-06-20T18:16:00Z,626,626,626,626,1
2023-06-26T19:02:00Z,2023-06-26T19:02:00Z,2503,2503,2503,2503,1
2023-07-03T19:08:00Z,2023-07-03T19:08:00Z,5921,5921,5921,5921,1
2023-07-10T19:15:00Z,2023-07-10T19:15:00Z,626,626,626,626,1
2023-07-17T19:14:00Z,2023-07-17T19:14:00Z,12516,12516,12516,12516,1
2023-07-24T19:08:00Z,2023-07-24T19:08:00Z,626,626,626,626,1
2023-07-31T19:10:00Z,2023-07-31T19:10:00Z,626,626,626,626,1
2023-08-07T19:05:00Z,2023-08-07T19:05:00Z,0,0,0,0,1
2023-08-14T19:02:00Z,2023-08-14T19:02:00Z,4381,4381,4381,4381,1
2023-08-21T19:14:00Z,2023-08-21T19:14:00Z,1877,1877,1877,1877,1
2023-08-28T18:56:00Z,2023-08-28T18:56:00Z,6884,6884,6884,6884,1
2023-09-05T19:21:00Z,2023-09-05T19:21:00Z,38800,38800,38800,38800,1
2023-09-11T19:05:00Z,2023-09-11T19:05:00Z,165837,165837,165837,165837,1
2023-09-18T19:15:00Z,2023-09-18T19:15:00Z,0,0,0,0,1
2023-09-25T19:00:00Z,2023-09-25T19:00:00Z,3129,3129,3129,3129,1
2023-10-02T19:00:00Z,2023-10-02T19:00:00Z,9387,9387,9387,9387,1
2023-10-09T19:00:00Z,2023-10-09T19:00:00Z,0,0,0,0,1
2023-10-16T19:08:00Z,2023-10-16T19:08:00Z,16897,16897,16897,16897,1
2023-10-23T19:11:00Z,2023-10-23T19:11:00Z,626,626,626,626,1
2023-10-30T19:07:00Z,2023-10-30T19:07:00Z,0,0,0,0,1
2023-11-06T19:58:00Z,2023-11-06T19:58:00Z,3755,3755,3755,3755,1
2023-11-13T20:22:00Z,2023-11-13T20:22:00Z,22529,22529,22529,22529,1
2023-11-20T20:00:00Z,2023-11-20T20:00:00Z,3129,3129,3129,3129,1
2023-11-27T20:26:00Z,2023-11-27T20:26:00Z,21277,21277,21277,21277,1
2023-12-04T20:24:00Z,2023-12-04T20:24:00Z,27535,27535,27535,27535,1
2023-12-11T20:21:00Z,2023-12-11T20:21:00Z,11264,11264,11264,11264,1
2023-12-18T19:56:00Z,2023-12-18T19:56:00Z,12516,12516,12516,12516,1
2023-12-27T20:08:00Z,2023-12-27T20:08:00Z,28161,28161,28161,28161,1
2024-01-03T20:49:00Z,2024-01-03T20:49:00Z,16897,16897,16897,16897,1
2024-01-08T21:33:00Z,2024-01-08T21:33:00Z,8761,8761,8761,8761,1
2024-01-15T20:10:00Z,2024-01-15T20:10:00Z,34419,34419,34419,34419,1
2024-01-22T21:56:00Z,2024-01-22T21:56:00Z,8761,8761,8761,8761,1
2024-01-29T19:49:00Z,2024-01-29T19:49:00Z,1877,1877,1877,1877,1
2024-02-05T21:01:00Z,2024-02-05T21:01:00Z,2503,2503,2503,2503,1
2024-02-12T20:19:00Z,2024-02-12T20:19:00Z,5632,5632,5632,5632,1
2024-02-20T22:10:00Z,2024-02-20T22:10:00Z,8135,8135,8135,8135,1
2024-02-26T20:13:00Z,2024-02-26T20:13:00Z,86986,86986,86986,86986,1
2024-03-04T20:23:00Z,2024-03-04T20:23:00Z,12516,12516,12516,12516,1
2024-03-11T19:15:00Z,2024-03-11T19:15:00Z,13142,13142,13142,13142,1
2024-03-18T19:00:00Z,2024-03-18T19:00:00Z,9387,9387,9387,9387,1
2024-03-25T19:34:00Z,2024-03-25T19:34:00Z,7510,7510,7510,7510,1
2024-04-01T19:27:00Z,2024-04-01T19:27:00Z,1877,1877,1877,1877,1
2024-04-08T19:53:00Z,2024-04-08T19:53:00Z,7510,7510,7510,7510,1
2024-04-15T18:58:00Z,2024-04-15T18:58:00Z,1252,1252,1252,1252,1
2024-04-22T18:56:00Z,2024-04-22T18:56:00Z,5006,5006,5006,5006,1
2024-04-29T19:41:00Z,2024-04-29T19:41:00Z,10013,10013,10013,10013,1
2024-05-06T19:10:00Z,2024-05-06T19:10:00Z,11890,11890,11890,11890,1
2024-05-13T18:31:00Z,2024-05-13T18:31:00Z,3129,3129,3129,3129,1
2024-05-20T18:51:00Z,2024-05-20T18:51:00Z,55696,55696,55696,55696,1
2024-05-28T19:21:00Z,2024-05-28T19:21:00Z,89490,89490,89490,89490,1
2024-06-03T19:18:00Z,2024-06-03T19:18:00Z,82606,82606,82606,82606,1
2024-06-10T19:00:00Z,2024-06-10T19:00:00Z,626,626,626,626,1
2024-06-17T19:19:00Z,2024-06-17T19:19:00Z,6258,6258,6258,6258,1
2024-06-24T19:09:00Z,2024-06-24T19:09:00Z,113288,113288,113288,113288,1
2024-07-01T19:21:00Z,2024-07-01T19:21:00Z,16271,16271,16271,16271,1
2024-07-08T18:16:00Z,2024-07-08T18:16:00Z,1252,1252,1252,1252,1
2024-07-15T19:23:00Z,2024-07-15T19:23:00Z,3129,3129,3129,3129,1
2024-07-22T19:02:00Z,2024-07-22T19:02:00Z,0,0,0,0,1
2024-07-29T19:07:00Z,2024-07-29T19:07:00Z,0,0,0,0,1
2024-08-05T19:25:00Z,2024-08-05T19:25:00Z,0,0,0,0,1
2024-08-12T19:15:00Z,2024-08-12T19:15:00Z,1877,1877,1877,1877,1
2024-08-19T19:22:00Z,2024-08-19T19:22:00Z,0,0,0,0,1
2024-08-26T19:05:00Z,2024-08-26T19:05:00Z,0,0,0,0,1
2024-09-03T17:48:00Z,2024-09-03T17:48:00Z,0,0,0,0,1
2024-09-09T19:14:00Z,2024-09-09T19:14:00Z,0,0,0,0,1
2024-09-16T19:49:00Z,2024-09-16T19:49:00Z,0,0,0,0,1
2024-09-23T19:25:00Z,2024-09-23T19:25:00Z,1252,1252,1252,1252,1
2024-09-30T19:39:00Z,2024-09-30T19:39:00Z,626,626,626,626,1
2024-10-07T19:23:00Z,2024-10-07T19:23:00Z,0,0,0,0,1
2024-10-14T17:58:00Z,2024-10-14T17:58:00Z,6884,6884,6884,6884,1
2024-10-21T19:14:00Z,2024-10-21T19:14:00Z,1252,1252,1252,1252,1
2024-10-28T18:24:00Z,2024-10-28T18:24:00Z,20026,20026,20026,20026,1
2024-11-04T20:09:00Z,2024-11-04T20:09:00Z,11890,11890,11890,11890,1
2024-11-11T19:18:00Z,2024-11-11T19:18:00Z,380487,380487,380487,380487,1
2024-11-18T20:22:00Z,2024-11-18T20:22:00Z,68212,68212,68212,68212,1
2024-11-25T20:08:00Z,2024-11-25T20:08:00Z,626,626,626,626,1
2024-12-02T20:14:00Z,2024-12-02T20:14:00Z,6258,6258,6258,6258,1
2024-12-09T20:31:00Z,2024-12-09T20:31:00Z,1252,1252,1252,1252,1
2024-12-16T18:50:00Z,2024-12-16T18:50:00Z,0,0,0,0,1
2024-12-23T20:25:00Z,2024-12-23T20:25:00Z,10013,10013,10013,10013,1
2024-12-30T20:21:00Z,2024-12-30T20:21:00Z,4381,4381,4381,4381,1
2025-01-06T20:17:00Z,2025-01-06T20:17:00Z,0,0,0,0,1
2025-01-13T20:11:00Z,2025-01-13T20:11:00Z,1252,1252,1252,1252,1
2025-01-21T20:35:00Z,2025-01-21T20:35:00Z,1252,1252,1252,1252,1
2025-01-27T20:13:00Z,2025-01-27T20:13:00Z,626,626,626,626,1
2025-02-03T19:57:00Z,2025-02-03T19:57:00Z,1877,1877,1877,1877,1
2025-02-10T19:58:00Z,2025-02-10T19:58:00Z,0,0,0,0,1
2025-02-18T20:11:00Z,2025-02-18T20:11:00Z,0,0,0,0,1
2025-02-24T20:39:00Z,2025-02-24T20:39:00Z,0,0,0,0,1
2025-03-04T20:19:00Z,2025-03-04T20:19:00Z,0,0,0,0,1
2025-03-10T19:13:00Z,2025-03-10T19:13:00Z,0,0,0,0,1
2025-03-17T18:50:00Z,2025-03-17T18:50:00Z,626,626,626,626,1
2025-03-24T19:10:00Z,2025-03-24T19:10:00Z,0,0,0,0,1
2025-03-31T19:40:00Z,2025-03-31T19:40:00Z,0,0,0,0,1
2025-04-07T19:30:00Z,2025-04-07T19:30:00Z,0,0,0,0,1
2025-04-14T19:08:00Z,2025-04-14T19:08:00Z,0,0,0,0,1
2025-04-21T19:16:00Z,2025-04-21T19:16:00Z,626,626,626,626,1
2025-04-28T19:21:00Z,2025-04-28T19:21:00Z,0,0,0,0,1
2025-05-05T19:33:00Z,2025-05-05T19:33:00Z,0,0,0,0,1
2025-05-12T19:23:00Z,2025-05-12T19:23:00Z,0,0,0,0,1
2025-05-19T18:52:00Z,2025-05-19T18:52:00Z,0,0,0,0,1
2025-05-27T19:56:00Z,2025-05-27T19:56:00Z,0,0,0,0,1
2025-06-02T19:10:00Z,2025-06-02T19:10:00Z,0,0,0,0,1
2025-06-09T19:05:00Z,2025-06-09T19:05:00Z,0,0,0,0,1
2025-06-16T19:41:00Z,2025-06-16T19:41:00Z,0,0,0,0,1
2025-06-23T19:22:00Z,2025-06-23T19:22:00Z,0,0,0,0,1
2025-06-30T21:36:00Z,2025-06-30T21:36:00Z,0,0,0,0,1
2025-07-07T19:10:00Z,2025-07-07T19:10:00Z,0,0,0,0,1
2025-07-14T19:30:00Z,2025-07-14T19:30:00Z,626,626,626,626,1
2025-07-21T18:56:00Z,2025-07-21T18:56:00Z,0,0,0,0,1
2025-07-28T19:15:00Z,2025-07-28T19:15:00Z,0,0,0,0,1
2025-08-04T20:14:00Z,2025-08-04T20:14:00Z,0,0,0,0,1
2025-08-11T19:40:00Z,2025-08-11T19:40:00Z,0,0,0,0,1
2025-08-18T19:25:00Z,2025-08-18T19:25:00Z,0,0,0,0,1
2025-08-25T19:03:00Z,2025-08-25T19:03:00Z,0,0,0,0,1
2025-09-02T18:32:00Z,2025-09-02T18:32:00Z,0,0,0,0,1
2025-09-08T18:52:00Z,2025-09-08T18:52:00Z,0,0,0,0,1
2025-09-15T18:06:00Z,2025-09-15T18:06:00Z,0,0,0,0,1
2025-09-22T19:16:00Z,2025-09-22T19:16:00Z,0,0,0,0,1
2025-09-29T19:08:00Z,2025-09-29T19:08:00Z,0,0,0,0,1
2025-10-06T19:03:00Z,2025-10-06T19:03:00Z,0,0,0,0,1
2025-10-13T19:32:00Z,2025-10-13T19:32:00Z,0,0,0,0,1
2025-10-20T21:21:00Z,2025-10-20T21:21:00Z,0,0,0,0,1
2025-10-27T19:14:00Z,2025-10-27T19:14:00Z,0,0,0,0,1
2025-11-03T20:11:00Z,2025-11-03T20:11:00Z,0,0,0,0,1
2025-11-10T19:52:00Z,2025-11-10T19:52:00Z,0,0,0,0,1
2025-11-17T20:01:00Z,2025-11-17T20:01:00Z,0,0,0,0,1
2025-11-24T20:01:00Z,2025-11-24T20:01:00Z,,,,,1
2025-12-01T20:49:00Z,2025-12-01T20:49:00Z,0,0,0,0,1
2025-12-08T20:17:00Z,2025-12-08T20:17:00Z,0,0,0,0,1
2025-12-15T20:06:00Z,2025-12-15T20:06:00Z,0,0,0,0,1
2025-12-22T20:24:00Z,2025-12-22T20:24:00Z,,,,,1
2025-12-29T20:14:00Z,2025-12-29T20:14:00Z,,,,,1
2026-01-05T20:18:00Z,2026-01-05T20:18:00Z,0,0,0,0,1
2026-01-12T20:33:00Z,2026-01-12T20:33:00Z,,,,,1